day,country,"player size",opportunities,"ad requests",impressions,"fillrate %",revenue,rpm,"impression rpm",cost
2018-11-10,IT,1920x1080,98,6645,1,1.02,0,.01,1.75,0
2018-11-10,LT,1024x768,12,2609,0,0,0,0,0,0
2018-11-10,GB,480x320,3884,64999,13,.33,.02,0,2.01,.01
2018-11-10,JM,0x0,5,345,0,0,0,0,0,0
2018-11-10,NO,640x360,0,27,0,0,0,0,0,0
2018-11-10,ID,300x250,17694,201054,3,.01,0,0,1.49,0
2018-11-10,VI,728x1280,1,0,0,0,0,0,0,0
2018-11-10,KW,1920x1080,7,481,0,0,0,0,0,0
2018-11-10,HK,720x1280,2268,429972,25,1.10,.04,.02,1.98,.02
2018-11-10,GP,300x250,30,2418,0,0,0,0,0,0
2018-11-10,HN,720x1280,49,18781,0,0,0,0,0,0
2018-11-10,CI,1024x768,1,63,0,0,0,0,0,0
2018-11-10,TM,1024x768,1,190,0,0,0,0,0,0
2018-11-10,BS,720x1280,22,4118,0,0,0,0,0,0
2018-11-10,BE,728x1024,26,6972,3,11.53,0,.20,1.80,0
2018-11-10,MU,1280x728,1,0,0,0,0,0,0,0
2018-11-10,TN,320x480,24,4963,0,0,0,0,0,0
2018-11-10,UA,1024x768,59,827,0,0,0,0,0,0
2018-11-10,MY,728x1024,562,316536,10,1.77,.01,.02,1.47,0
2018-11-10,CA,480x360,44,4518,3,6.81,0,.11,1.63,0
2018-11-10,AO,300x250,3834,8827,0,0,0,0,0,0
2018-11-10,MF,300x250,76,245,0,0,0,0,0,0
2018-11-10,BH,320x480,96,13527,1,1.04,0,.01,1.34,0
2018-11-10,NO,1024x768,700,35699,73,10.42,.14,.21,2.02,0
2018-11-10,PE,1920x1080,1171,237190,99,8.45,.15,.13,1.57,.01
2018-11-10,AO,728x1024,1,109,0,0,0,0,0,0
2018-11-10,MU,1280x720,53,16527,2,3.77,0,.07,2.00,0
2018-11-10,FM,300x250,333,636,0,0,0,0,0,0
2018-11-10,UG,768x1024,1,0,0,0,0,0,0,0
2018-11-10,AF,720x1280,16,2645,0,0,0,0,0,0
2018-11-10,PF,1280x720,1,9,0,0,0,0,0,0
2018-11-10,UZ,728x1024,3,972,0,0,0,0,0,0
2018-11-10,HK,1024x768,2975,1081662,166,5.57,.30,.10,1.82,0
2018-11-10,CZ,480x320,4229,28518,0,0,0,0,0,0
2018-11-10,GW,300x250,362,563,0,0,0,0,0,0
2018-11-10,BB,720x1280,7,699,0,0,0,0,0,0
2018-11-10,NI,320x100,1,9,0,0,0,0,0,0
2018-11-10,KH,728x1280,2,963,0,0,0,0,0,0
2018-11-10,GD,1280x720,118,5872,1,.84,0,.01,1.43,0
2018-11-10,LB,320x100,60,81,0,0,0,0,0,0
2018-11-10,IN,300x250,85021,2568670,2,0,0,0,1.75,0
2018-11-10,KW,728x1280,1020,195517,154,15.09,.31,.31,2.06,0
2018-11-10,HK,728x1024,230,444190,15,6.52,.02,.11,1.78,0
2018-11-10,GT,728x1280,1,654,0,0,0,0,0,0
2018-11-10,US,300x50,0,63,0,0,0,0,0,0
2018-11-10,CA,300x250,47230,1255453,333,.70,.51,.01,1.55,.34
2018-11-10,SE,320x480,35849,1942352,12721,35.48,18.08,.50,1.42,.04
2018-11-10,CG,1024x768,1,590,0,0,0,0,0,0
2018-11-10,ID,1280x720,322,21745,2,.62,0,.01,1.62,0
2018-11-10,DM,1280x720,1,536,0,0,0,0,0,0
2018-11-10,IQ,320x50,6,1436,0,0,0,0,0,0
2018-11-10,IR,768x1024,45,4227,0,0,0,0,0,0
2018-11-10,NP,1024x768,6,1509,0,0,0,0,0,0
2018-11-10,AS,1280x720,2,354,0,0,0,0,0,0
2018-11-10,HU,728x1024,11,2499,0,0,0,0,0,0
2018-11-10,ZA,728x1280,8467,2438006,3149,37.19,4.90,.57,1.55,0
2018-11-10,US,728x1080,1731,222899,443,25.59,.87,.50,1.98,0
2018-11-10,PS,1920x1080,1,445,0,0,0,0,0,0
2018-11-10,GB,320x50,6645,76290,4,.06,0,0,2.00,0
2018-11-10,TO,1280x728,1,418,0,0,0,0,0,0
2018-11-10,DK,640x360,0,18,0,0,0,0,0,0
2018-11-10,UY,720x1280,9,1563,0,0,0,0,0,0
2018-11-10,DO,720x1280,34,12145,1,2.94,0,.04,1.44,0
2018-11-10,SI,768x1024,8,1472,0,0,0,0,0,0
2018-11-10,PA,480x320,411,3909,0,0,0,0,0,0
2018-11-10,CO,300x250,14911,116427,2,.01,0,0,1.50,0
2018-11-10,GH,320x480,1,45,0,0,0,0,0,0
2018-11-10,BB,1280x720,21,1781,2,9.52,0,.13,1.44,0
2018-11-10,LR,768x1024,10,981,0,0,0,0,0,0
2018-11-10,SY,300x250,0,9963,0,0,0,0,0,0
2018-11-10,KZ,728x1024,2,9,0,0,0,0,0,0
2018-11-10,BE,728x1280,55,8336,0,0,0,0,0,0
2018-11-10,BG,1920x1080,2,427,1,50.00,0,.75,1.50,0
2018-11-10,ZA,728x1024,5071,2283206,2977,58.70,4.64,.91,1.55,0
2018-11-10,IQ,1920x1080,14,3818,0,0,0,0,0,0
2018-11-10,LC,768x1024,12,772,0,0,0,0,0,0
2018-11-10,AM,1280x720,2,9,0,0,0,0,0,0
2018-11-10,NZ,720x400,3,109,0,0,0,0,0,0
2018-11-10,NC,768x1024,1,45,0,0,0,0,0,0
2018-11-10,HT,768x1024,3,454,0,0,0,0,0,0
2018-11-10,AR,720x1280,985,225327,43,4.36,.06,.06,1.51,.01
2018-11-10,RW,480x320,3,9,0,0,0,0,0,0
2018-11-10,ZA,1280x728,729,273790,371,50.89,.57,.78,1.54,0
2018-11-10,TH,728x1024,1,999,0,0,0,0,0,0
2018-11-10,SY,768x1024,81,5972,0,0,0,0,0,0
2018-11-10,SN,300x250,5107,12727,0,0,0,0,0,0
2018-11-10,IR,728x1280,1,172,0,0,0,0,0,0
2018-11-10,CA,728x1024,31060,4717686,10866,34.98,18.99,.61,1.74,0
2018-11-10,NL,1280x728,27,9309,2,7.40,0,.12,1.67,0
2018-11-10,QA,728x1280,0,2463,0,0,0,0,0,0
2018-11-10,GN,768x1024,5,181,0,0,0,0,0,0
2018-11-10,CG,480x320,3,18,0,0,0,0,0,0
2018-11-10,GE,728x1024,2,81,0,0,0,0,0,0
2018-11-10,DZ,768x1024,14,2499,0,0,0,0,0,0
2018-11-10,RS,728x1024,1,245,0,0,0,0,0,0
2018-11-10,PA,400x728,7,5199,0,0,0,0,0,0
2018-11-10,HN,0x0,0,45,0,0,0,0,0,0
2018-11-10,NI,728x1024,5,1454,0,0,0,0,0,0
2018-11-10,BS,768x1024,32,4354,0,0,0,0,0,0
2018-11-10,BW,300x250,1107,2481,0,0,0,0,0,0
2018-11-10,CM,1280x720,48,13545,0,0,0,0,0,0
2018-11-10,MN,720x1280,32,5927,0,0,0,0,0,0
2018-11-10,NO,300x250,674,20254,39,5.78,.06,.09,1.59,.04
2018-11-10,CL,728x1024,613,580363,265,43.23,.41,.68,1.58,0
2018-11-10,EE,768x1024,5,1672,1,20.00,0,.43,2.15,0
2018-11-10,GB,768x1024,4453,127545,23,.51,.04,0,1.87,.03
2018-11-10,LK,400x300,0,54,0,0,0,0,0,0
2018-11-10,MX,320x100,248,1972,0,0,0,0,0,0
2018-11-10,GM,720x1280,25,2736,0,0,0,0,0,0
2018-11-10,CM,768x1024,79,12245,0,0,0,0,0,0
2018-11-10,TZ,1024x768,5,290,0,0,0,0,0,0
2018-11-10,SC,300x250,599,1263,0,0,0,0,0,0
2018-11-10,AS,300x250,68,527,0,0,0,0,0,0
2018-11-10,DE,300x250,7324,224227,4,.05,0,0,1.80,0
2018-11-10,IT,400x728,23,1518,0,0,0,0,0,0
2018-11-10,PF,300x250,870,1890,0,0,0,0,0,0
2018-11-10,BW,768x1024,20,1945,0,0,0,0,0,0
2018-11-10,IS,320x100,24,72,0,0,0,0,0,0
2018-11-10,LA,300x250,4190,41581,0,0,0,0,0,0
2018-11-10,GD,720x1280,21,5072,0,0,0,0,0,0
2018-11-10,AU,400x300,4,336,4,100.00,.01,2.50,2.50,0
2018-11-10,DK,90x75,2,18,0,0,0,0,0,0
2018-11-10,UZ,728x1280,3,999,0,0,0,0,0,0
2018-11-10,AM,480x320,40,90,0,0,0,0,0,0
2018-11-10,AT,480x320,513,6590,0,0,0,0,0,0
2018-11-10,IS,300x250,88,254,0,0,0,0,0,0
2018-11-10,US,408x250,0,9,0,0,0,0,0,0
2018-11-10,MT,400x300,0,18,0,0,0,0,0,0
2018-11-10,SZ,768x1024,3,409,0,0,0,0,0,0
2018-11-10,SK,768x1024,57,7072,0,0,0,0,0,0
2018-11-10,BO,480x320,7,490,0,0,0,0,0,0
2018-11-10,GD,1280x728,4,54,0,0,0,0,0,0
2018-11-10,EG,400x728,1,0,0,0,0,0,0,0
2018-11-10,CA,320x100,3741,25109,13,.34,.02,0,1.62,.01
2018-11-10,NL,320x480,40662,369817,92,.22,.18,0,2.06,.10
2018-11-10,GM,768x1024,43,2899,0,0,0,0,0,0
2018-11-10,CL,728x1280,146,31554,8,5.47,.01,.07,1.45,0
2018-11-10,KZ,728x1280,3,309,0,0,0,0,0,0
2018-11-10,HK,1280x760,1,0,0,0,0,0,0,0
2018-11-10,ZA,1280x720,1099,128181,13,1.18,.01,.01,1.52,0
2018-11-10,VN,1280x728,1,509,0,0,0,0,0,0
2018-11-10,KN,720x1280,3,763,0,0,0,0,0,0
2018-11-10,US,640x480,123,33809,25,20.32,.07,.58,2.86,.01
2018-11-10,VI,768x1024,23,1790,0,0,0,0,0,0
2018-11-10,LK,0x0,1,0,0,0,0,0,0,0
2018-11-10,RS,1280x720,4,745,0,0,0,0,0,0
2018-11-10,BD,728x1280,28,4718,0,0,0,0,0,0
2018-11-10,YE,400x728,1,90,0,0,0,0,0,0
2018-11-10,BT,768x1024,34,4472,0,0,0,0,0,0
2018-11-10,MX,1280x760,428,86099,1,.23,0,0,2.65,0
2018-11-10,NO,720x1280,52,10472,10,19.23,.01,.35,1.85,.01
2018-11-10,IR,728x1024,4,499,0,0,0,0,0,0
2018-11-10,MH,1024x768,1,27,0,0,0,0,0,0
2018-11-10,NO,320x50,79,981,0,0,0,0,0,0
2018-11-10,HR,480x320,5,63,0,0,0,0,0,0
2018-11-10,KH,480x320,18,863,0,0,0,0,0,0
2018-11-10,LA,768x1024,1413,324181,0,0,0,0,0,0
2018-11-10,VE,1024x768,4,1036,0,0,0,0,0,0
2018-11-10,US,298x480,1,27,1,100.00,0,4.50,4.50,0
2018-11-10,RW,1280x720,8,1363,0,0,0,0,0,0
2018-11-10,DO,1920x1080,6,872,0,0,0,0,0,0
2018-11-10,BB,480x320,1,81,0,0,0,0,0,0
2018-11-10,AM,768x1024,111,12581,0,0,0,0,0,0
2018-11-10,IR,480x320,1,72,0,0,0,0,0,0
2018-11-10,SR,728x1024,1,2181,0,0,0,0,0,0
2018-11-10,TN,1024x768,2,154,0,0,0,0,0,0
2018-11-10,PA,320x100,0,18,0,0,0,0,0,0
2018-11-10,GD,1920x1080,31,2409,0,0,0,0,0,0
2018-11-10,CH,1280x728,145,37490,20,13.79,.03,.27,1.96,0
2018-11-10,SE,640x360,5,227,0,0,0,0,0,0
2018-11-10,MN,300x250,3792,30309,0,0,0,0,0,0
2018-11-10,RE,768x1024,20,2190,0,0,0,0,0,0
2018-11-10,VU,728x1024,1,0,0,0,0,0,0,0
2018-11-10,MY,320x100,800,1345,2,.25,0,0,1.50,0
2018-11-10,CR,1280x720,5527,789426,1677,30.34,2.47,.44,1.47,0
2018-11-10,JP,400x728,1,0,0,0,0,0,0,0
2018-11-10,RU,300x250,6547,58536,0,0,0,0,0,0
2018-11-10,RO,320x50,0,127,0,0,0,0,0,0
2018-11-10,SV,1024x768,0,36,0,0,0,0,0,0
2018-11-10,IN,480x320,5459,322836,0,0,0,0,0,0
2018-11-10,BO,1920x1080,2,345,0,0,0,0,0,0
2018-11-10,SO,728x1024,3,754,0,0,0,0,0,0
2018-11-10,IE,720x1280,56,6499,3,5.35,0,.08,1.64,0
2018-11-10,ES,728x1024,110,34490,0,0,0,0,0,0
2018-11-10,TR,1920x1080,270,65709,0,0,0,0,0,0
2018-11-10,IE,728x1280,27,3836,0,0,0,0,0,0
2018-11-10,ME,768x1024,3,336,0,0,0,0,0,0
2018-11-10,SY,320x480,53,754,0,0,0,0,0,0
2018-11-10,LB,720x1080,4,699,0,0,0,0,0,0
2018-11-10,AR,768x1024,4720,810499,302,6.39,.47,.10,1.58,.47
2018-11-10,LY,320x480,90,2081,0,0,0,0,0,0
2018-11-10,SB,768x1024,3,481,0,0,0,0,0,0
2018-11-10,HU,728x1280,7,554,0,0,0,0,0,0
2018-11-10,LY,1024x768,30,236,0,0,0,0,0,0
2018-11-10,HR,1024x768,36,36,0,0,0,0,0,0
2018-11-10,HK,640x480,1,1336,0,0,0,0,0,0
2018-11-10,PS,320x480,211,4709,1,.47,0,0,2.02,0
2018-11-10,BA,320x480,49,163,0,0,0,0,0,0
2018-11-10,PK,320x100,3,27,0,0,0,0,0,0
2018-11-10,UY,300x250,100,6763,0,0,0,0,0,0
2018-11-10,CA,1024x768,61309,7262092,13202,21.53,22.43,.36,1.69,3.53
2018-11-10,AL,728x1024,3,190,0,0,0,0,0,0
2018-11-10,NL,1280x720,336,92763,10,2.97,.01,.05,1.77,0
2018-11-10,MV,480x320,5,18,0,0,0,0,0,0
2018-11-10,NI,728x1280,1,118,0,0,0,0,0,0
2018-11-10,XK,320x480,0,9,0,0,0,0,0,0
2018-11-10,KW,480x320,58,872,0,0,0,0,0,0
2018-11-10,MU,480x320,80,81,0,0,0,0,0,0
2018-11-10,AL,728x1280,3,1690,0,0,0,0,0,0
2018-11-10,TO,1280x720,1,209,0,0,0,0,0,0
2018-11-10,KM,300x250,147,472,0,0,0,0,0,0
2018-11-10,ML,768x1024,38,3463,0,0,0,0,0,0
2018-11-10,IR,1920x1080,0,227,0,0,0,0,0,0
2018-11-10,NZ,400x300,1,1318,1,100.00,0,2.50,2.50,0
2018-11-10,VC,720x1280,13,2845,0,0,0,0,0,0
2018-11-10,CR,1280x728,360,124754,57,15.83,.08,.23,1.48,0
2018-11-10,GQ,480x320,0,9,0,0,0,0,0,0
2018-11-10,DK,300x250,7261,23727,19,.26,.04,0,2.55,.03
2018-11-10,RE,480x320,17,36,0,0,0,0,0,0
2018-11-10,BH,1280x760,2,190,0,0,0,0,0,0
2018-11-10,US,250x480,40,14945,29,72.50,.13,3.41,4.70,.10
2018-11-10,CU,768x1024,13,645,0,0,0,0,0,0
2018-11-10,BB,768x1024,3,145,0,0,0,0,0,0
2018-11-10,SX,320x100,25,9,0,0,0,0,0,0
2018-11-10,ET,1280x720,53,7054,0,0,0,0,0,0
2018-11-10,AT,300x250,228,1309,0,0,0,0,0,0
2018-11-10,NA,728x1280,2,318,0,0,0,0,0,0
2018-11-10,MD,1920x1080,1,0,0,0,0,0,0,0
2018-11-10,GI,768x1024,1,399,0,0,0,0,0,0
2018-11-10,VN,320x100,68,154,0,0,0,0,0,0
2018-11-10,ID,1280x728,27,9390,0,0,0,0,0,0
2018-11-10,FR,320x480,143030,634108,23,.01,.03,0,1.65,.02
2018-11-10,VN,320x50,23,4063,0,0,0,0,0,0
2018-11-10,TM,768x1024,3,127,0,0,0,0,0,0
2018-11-10,ZM,300x250,4224,12563,0,0,0,0,0,0
2018-11-10,UG,480x320,2,54,0,0,0,0,0,0
2018-11-10,BE,1920x1080,41,7390,1,2.43,0,.04,2.00,0
2018-11-10,AT,360x640,1,472,0,0,0,0,0,0
2018-11-10,LT,1920x1080,1,227,0,0,0,0,0,0
2018-11-10,HU,1024x768,3,427,0,0,0,0,0,0
2018-11-10,VC,1280x720,6,409,0,0,0,0,0,0
2018-11-10,CA,400x728,782,116008,111,14.19,.21,.28,1.97,.01
2018-11-10,ES,320x100,66,409,0,0,0,0,0,0
2018-11-10,ID,1920x1080,406,58345,3,.73,0,.01,1.47,0
2018-11-10,LA,480x320,0,172,0,0,0,0,0,0
2018-11-10,SG,400x728,2,45,0,0,0,0,0,0
2018-11-10,KH,728x1024,1,190,0,0,0,0,0,0
2018-11-10,PT,1024x768,167,12663,0,0,0,0,0,0
2018-11-10,IL,720x1080,0,109,0,0,0,0,0,0
2018-11-10,LV,728x1280,1,0,0,0,0,0,0,0
2018-11-10,SB,1280x720,4,109,0,0,0,0,0,0
2018-11-10,CN,360x640,0,9,0,0,0,0,0,0
2018-11-10,AF,1920x1080,5,181,0,0,0,0,0,0
2018-11-10,CD,1024x768,1,154,0,0,0,0,0,0
2018-11-10,N/A,320x480,3065,50927,3,.09,0,0,1.75,0
2018-11-10,HK,320x100,3254,19927,22,.67,.03,.01,1.65,.02
2018-11-10,XK,1280x720,1,0,0,0,0,0,0,0
2018-11-10,KN,320x480,17,0,0,0,0,0,0,0
2018-11-10,BB,0x0,0,181,0,0,0,0,0,0
2018-11-10,AR,320x480,12852,282908,39,.30,.07,0,1.97,.05
2018-11-10,MZ,480x320,2,0,0,0,0,0,0,0
2018-11-10,SA,768x1024,1493,319881,21,1.40,.03,.02,1.71,.03
2018-11-10,GD,768x1024,54,5590,0,0,0,0,0,0
2018-11-10,SE,728x1024,1477,267054,267,18.07,.48,.33,1.82,0
2018-11-10,GB,1920x1080,777,86527,4,.51,0,0,1.71,0
2018-11-10,GT,1024x768,11,127,0,0,0,0,0,0
2018-11-10,FI,1280x720,4,209,0,0,0,0,0,0
2018-11-10,MY,480x320,99,10836,0,0,0,0,0,0
2018-11-10,HR,728x1024,0,272,0,0,0,0,0,0
2018-11-10,NZ,1000x575,1,99,0,0,0,0,0,0
2018-11-10,VN,1280x720,10,0,0,0,0,0,0,0
2018-11-10,CH,1280x720,3445,619681,376,10.91,.67,.19,1.80,0
2018-11-10,PF,768x1024,14,2945,0,0,0,0,0,0
2018-11-10,KW,720x1280,3,181,0,0,0,0,0,0
2018-11-10,US,480x320,201940,14033695,13296,6.58,26.24,.12,1.97,10.68
2018-11-10,BO,320x480,171,1463,0,0,0,0,0,0
2018-11-10,ET,1280x728,1,0,0,0,0,0,0,0
2018-11-10,CM,720x1280,71,13736,0,0,0,0,0,0
2018-11-10,BB,1024x768,2,981,0,0,0,0,0,0
2018-11-10,BR,728x1280,1046,238136,89,8.50,.17,.16,1.97,0
2018-11-10,N/A,728x1024,31,4527,2,6.45,0,.07,1.20,0
2018-11-10,CA,400x720,26,572,2,7.69,0,.11,1.50,0
2018-11-10,ET,768x1024,80,9136,0,0,0,0,0,0
2018-11-10,ID,640x360,0,63,0,0,0,0,0,0
2018-11-10,FR,380x480,0,18,0,0,0,0,0,0
2018-11-10,BH,720x1280,36,7327,2,5.55,0,.12,2.20,0
2018-11-10,VI,728x1024,2,372,0,0,0,0,0,0
2018-11-10,NI,300x250,7093,41718,0,0,0,0,0,0
2018-11-10,JE,1920x1080,10,1918,0,0,0,0,0,0
2018-11-10,HK,728x1280,196,68199,4,2.04,0,.03,1.50,0
2018-11-10,JE,320x480,1,90,0,0,0,0,0,0
2018-11-10,MP,320x480,60,27,0,0,0,0,0,0
2018-11-10,LB,320x50,6,727,0,0,0,0,0,0
2018-11-10,GL,1024x768,1,81,0,0,0,0,0,0
2018-11-10,SC,1280x720,20,4636,0,0,0,0,0,0
2018-11-10,VG,728x1024,1,272,0,0,0,0,0,0
2018-11-10,BY,360x640,0,9,0,0,0,0,0,0
2018-11-10,CZ,300x250,288,1127,0,0,0,0,0,0
2018-11-10,SY,1024x768,6,1499,0,0,0,0,0,0
2018-11-10,CR,480x320,63,11536,0,0,0,0,0,0
2018-11-10,MK,1920x1080,4,190,0,0,0,0,0,0
2018-11-10,ML,320x480,11,145,0,0,0,0,0,0
2018-11-10,PT,480x320,5411,111608,0,0,0,0,0,0
2018-11-10,BM,1280x720,31,2045,0,0,0,0,0,0
2018-11-10,NG,1280x728,1,627,0,0,0,0,0,0
2018-11-10,MX,570x430,3,227,0,0,0,0,0,0
2018-11-10,AR,728x1280,613,110508,34,5.54,.05,.08,1.51,0
2018-11-10,DK,768x1024,537,61972,211,39.29,.47,.87,2.23,.45
2018-11-10,LT,320x480,719,5363,3,.41,0,0,1.31,0
2018-11-10,PA,720x1280,15,4218,0,0,0,0,0,0
2018-11-10,ME,1920x1080,1,145,0,0,0,0,0,0
2018-11-10,MZ,1280x728,1,372,0,0,0,0,0,0
2018-11-10,MY,0x0,14,109,0,0,0,0,0,0
2018-11-10,KH,720x1280,7,945,0,0,0,0,0,0
2018-11-10,VE,0x0,0,9,0,0,0,0,0,0
2018-11-10,VU,1280x720,5,1063,0,0,0,0,0,0
2018-11-10,MM,720x1280,47,6909,0,0,0,0,0,0
2018-11-10,BG,1280x720,1,190,0,0,0,0,0,0
2018-11-10,VC,480x320,4,0,0,0,0,0,0,0
2018-11-10,VN,300x250,8206,220154,0,0,0,0,0,0
2018-11-10,IL,1280x720,15,5236,0,0,0,0,0,0
2018-11-10,BN,728x1280,4,3072,0,0,0,0,0,0
2018-11-10,CA,768x1024,173569,20476215,53847,31.02,92.49,.53,1.71,75.57
2018-11-10,KZ,320x100,14,227,0,0,0,0,0,0
2018-11-10,SD,1280x720,1,0,0,0,0,0,0,0
2018-11-10,AW,320x480,15,18,0,0,0,0,0,0
2018-11-10,ES,1024x768,904,98399,1,.11,0,0,2.54,0
2018-11-10,IN,728x1024,138,26663,0,0,0,0,0,0
2018-11-10,PA,1280x720,89,9245,2,2.24,0,.03,1.44,0
2018-11-10,CI,320x480,54,218,0,0,0,0,0,0
2018-11-10,BJ,1280x720,2,0,0,0,0,0,0,0
2018-11-10,DK,728x1024,34,11118,11,32.35,.02,.69,2.13,0
2018-11-10,GD,728x1024,4,299,0,0,0,0,0,0
2018-11-10,ST,1024x768,1,218,0,0,0,0,0,0
2018-11-10,DK,1024x768,176,5263,5,2.84,.01,.07,2.52,0
2018-11-10,IL,768x1024,9,1954,0,0,0,0,0,0
2018-11-10,MN,480x320,42,1936,0,0,0,0,0,0
2018-11-10,BY,720x1280,3,745,0,0,0,0,0,0
2018-11-10,AU,640x360,0,272,0,0,0,0,0,0
2018-11-10,LR,320x480,1,90,0,0,0,0,0,0
2018-11-10,GU,320x480,21,11390,3,14.28,0,.23,1.66,0
2018-11-10,TR,320x480,903,36127,17,1.88,.02,.02,1.58,0
2018-11-10,CN,720x1280,1,36,0,0,0,0,0,0
2018-11-10,MU,1920x1080,1,190,0,0,0,0,0,0
2018-11-10,VG,720x1280,6,827,0,0,0,0,0,0
2018-11-10,AT,320x480,3947,20609,10,.25,.02,0,2.12,.01
2018-11-10,FR,1024x768,480,34745,0,0,0,0,0,0
2018-11-10,LY,300x250,5464,26863,0,0,0,0,0,0
2018-11-10,MV,1920x1080,1,190,0,0,0,0,0,0
2018-11-10,DO,1280x728,2,0,0,0,0,0,0,0
2018-11-10,RU,320x50,34,2127,0,0,0,0,0,0
2018-11-10,KR,1280x720,1,336,0,0,0,0,0,0
2018-11-10,US,1x1,0,27,0,0,0,0,0,0
2018-11-10,UM,480x320,1,0,0,0,0,0,0,0
2018-11-10,MU,408x320,0,18,0,0,0,0,0,0
2018-11-10,US,630x357,0,136,0,0,0,0,0,0
2018-11-10,TJ,768x1024,11,2154,0,0,0,0,0,0
2018-11-10,IE,320x480,3509,26409,12,.34,.02,0,2.03,.01
2018-11-10,CW,728x1280,1,9,0,0,0,0,0,0
2018-11-10,MR,1920x1080,1,299,0,0,0,0,0,0
2018-11-10,LY,480x320,9,136,0,0,0,0,0,0
2018-11-10,JO,728x1024,1,154,0,0,0,0,0,0
2018-11-10,MA,480x320,28,145,0,0,0,0,0,0
2018-11-10,AU,1920x1080,7016,581499,806,11.48,1.34,.19,1.67,.92
2018-11-10,IL,480x320,95,1399,0,0,0,0,0,0
2018-11-10,SG,1920x1080,211,54527,8,3.79,.01,.06,1.63,0
2018-11-10,MD,1280x720,10,3272,0,0,0,0,0,0
2018-11-10,ZA,768x1024,22359,6289711,11047,49.40,17.11,.76,1.54,.72
2018-11-10,PS,728x1024,3,463,0,0,0,0,0,0
2018-11-10,VI,1024x768,48,1572,0,0,0,0,0,0
2018-11-10,AS,1920x1080,1,690,0,0,0,0,0,0
2018-11-10,AM,720x1280,3,1572,0,0,0,0,0,0
2018-11-10,TT,300x250,2552,7490,0,0,0,0,0,0
2018-11-10,CA,640x480,4,63,0,0,0,0,0,0
2018-11-10,HR,320x100,2,0,0,0,0,0,0,0
2018-11-10,RO,300x250,181,1127,0,0,0,0,0,0
2018-11-10,SE,1024x768,1583,141154,278,17.56,.50,.31,1.81,0
2018-11-10,SB,300x250,183,518,0,0,0,0,0,0
2018-11-10,GB,1280x728,13,2890,2,15.38,0,.23,1.50,0
2018-11-10,DM,768x1024,4,754,0,0,0,0,0,0
2018-11-10,US,0x0,3136,126372,135,4.30,.20,.06,1.54,.16
2018-11-10,NI,320x480,14,145,0,0,0,0,0,0
2018-11-10,KH,1280x728,2,690,0,0,0,0,0,0
2018-11-10,DE,380x480,35,54,0,0,0,0,0,0
2018-11-10,JM,1920x1080,6,236,0,0,0,0,0,0
2018-11-10,ID,768x1024,3525,975780,53,1.50,.07,.02,1.50,.07
2018-11-10,PA,1280x728,21,3381,0,0,0,0,0,0
2018-11-10,AT,640x360,0,645,0,0,0,0,0,0
2018-11-10,US,400x300,1513,273426,1097,72.50,2.76,1.82,2.52,1.93
2018-11-10,ZM,728x1280,1,27,0,0,0,0,0,0
2018-11-10,GR,320x100,5,0,0,0,0,0,0,0
2018-11-10,MV,728x1280,7,1109,0,0,0,0,0,0
2018-11-10,SZ,1280x728,1,418,0,0,0,0,0,0
2018-11-10,BY,1920x1080,1,372,0,0,0,0,0,0
2018-11-10,PY,320x100,31,118,0,0,0,0,0,0
2018-11-10,DJ,720x1280,2,54,0,0,0,0,0,0
2018-11-10,SC,480x320,47,45,0,0,0,0,0,0
2018-11-10,CA,1920x1080,91366,9417717,31651,34.64,49.22,.53,1.55,11.40
2018-11-10,FR,0x0,0,118,0,0,0,0,0,0
2018-11-10,IT,320x50,55,3581,0,0,0,0,0,0
2018-11-10,MW,1280x720,35,5209,0,0,0,0,0,0
2018-11-10,BE,480x320,846,4845,0,0,0,0,0,0
2018-11-10,GG,1280x720,1,0,0,0,0,0,0,0
2018-11-10,AG,0x0,2,0,0,0,0,0,0,0
2018-11-10,ZA,480x320,8938,378726,22,.24,.04,0,2.00,.02
2018-11-10,RS,300x250,4597,13809,0,0,0,0,0,0
2018-11-10,DE,1280x720,220,22236,14,6.36,.02,.10,1.64,0
2018-11-10,RU,360x640,32,2027,0,0,0,0,0,0
2018-11-10,CN,1024x768,2,18,0,0,0,0,0,0
2018-11-10,SO,720x1280,87,15690,0,0,0,0,0,0
2018-11-10,JP,1280x720,1,0,0,0,0,0,0,0
2018-11-10,MP,728x1024,1,0,0,0,0,0,0,0
2018-11-10,HN,728x1280,2,1699,0,0,0,0,0,0
2018-11-10,IQ,1024x768,11,618,0,0,0,0,0,0
2018-11-10,IN,320x100,73,599,0,0,0,0,0,0
2018-11-10,AE,1280x720,965,124772,128,13.26,.23,.24,1.83,.04
2018-11-10,BO,1280x720,6,863,0,0,0,0,0,0
2018-11-10,IE,320x50,17,509,0,0,0,0,0,0
2018-11-10,JO,480x320,1,172,0,0,0,0,0,0
2018-11-10,AU,728x1024,11247,2246106,12504,111.17,20.02,1.78,1.60,0
2018-11-10,VN,400x728,4,436,0,0,0,0,0,0
2018-11-10,PS,728x1280,2,36,0,0,0,0,0,0
2018-11-10,PR,320x100,101,136,0,0,0,0,0,0
2018-11-10,YE,320x480,103,2781,0,0,0,0,0,0
2018-11-10,ZW,1280x728,1,290,0,0,0,0,0,0
2018-11-10,BB,728x1280,1,9,0,0,0,0,0,0
